id,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Season,Salary,Exp
292,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Charlotte Hornets,2021-22,$0,R
154,69,69,34.5,7.4,16.4,.450,3.2,8.3,.389,4.2,8.2,.512,.548,2.4,2.9,.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7,20.4,Charlotte Hornets,2020-21,"$18,900,000",3
145,44,44,34.0,7.1,15.0,.473,1.9,4.7,.415,5.1,10.3,.499,.537,3.5,4.2,.843,0.8,5.0,5.9,4.1,1.2,0.3,2.1,1.7,19.6,Charlotte Hornets,2020-21,"$28,500,000",9
283,64,61,30.5,4.7,10.7,.440,1.8,4.5,.386,3.0,6.2,.480,.522,1.7,2.3,.745,1.5,5.1,6.5,2.5,1.1,1.2,2.0,2.7,12.9,Charlotte Hornets,2020-21,"$4,023,600",4
297,55,44,30.2,4.6,12.2,.377,3.3,8.7,.375,1.3,3.5,.380,.510,2.4,2.9,.842,0.4,2.3,2.7,5.4,0.9,0.1,1.5,1.4,14.8,Charlotte Hornets,2020-21,"$1,663,861",2
248,66,19,29.3,4.7,9.4,.503,1.8,4.4,.400,3.0,5.0,.593,.596,1.5,1.7,.867,1.2,4.8,6.0,2.2,0.7,0.8,1.6,2.2,12.7,Charlotte Hornets,2020-21,"$3,934,320",5
246,51,31,28.8,5.7,13.2,.436,1.8,5.1,.352,3.9,8.1,.489,.504,2.5,3.2,.758,1.2,4.7,5.9,6.1,1.6,0.4,2.8,2.7,15.7,Charlotte Hornets,2020-21,"$7,839,960",4
301,48,21,20.9,3.8,6.8,.559,0.1,0.6,.143,3.7,6.2,.598,.565,1.8,2.5,.714,2.5,4.4,6.8,1.8,0.6,0.4,1.1,2.5,9.4,Charlotte Hornets,2020-21,"$15,415,730",7
299,42,0,20.9,4.1,9.5,.434,2.0,5.0,.401,2.1,4.5,.471,.540,1.4,1.7,.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1,11.7,Charlotte Hornets,2020-21,"$5,345,687",3
295,66,36,20.4,2.2,3.7,.587,0.0,0.0,.000,2.2,3.7,.589,.587,0.7,1.6,.448,2.1,3.2,5.3,1.2,0.3,1.1,1.1,2.1,5.0,Charlotte Hornets,2020-21,"$3,500,000",9
147,22,0,19.5,2.5,5.7,.429,0.1,1.1,.125,2.3,4.6,.500,.440,1.8,2.0,.889,0.5,1.3,1.8,3.4,0.8,0.2,1.5,1.8,6.9,Charlotte Hornets,2020-21,"$2,250,000",1
285,47,18,19.2,2.8,6.0,.468,0.7,2.2,.333,2.1,3.8,.547,.530,1.0,1.4,.703,1.0,2.6,3.6,1.1,0.6,0.4,1.0,2.0,7.4,Charlotte Hornets,2020-21,"$1,517,981",3
256,52,10,16.3,1.6,3.6,.441,0.3,1.1,.276,1.3,2.5,.515,.484,0.5,0.8,.581,1.0,2.1,3.1,1.7,0.7,0.2,0.8,1.0,4.0,Charlotte Hornets,2020-21,"$1,517,981",5
298,53,3,15.4,1.8,4.8,.375,0.6,2.4,.248,1.2,2.5,.496,.436,0.8,1.2,.641,0.6,2.1,2.7,1.3,0.7,0.2,0.6,1.2,5.0,Charlotte Hornets,2020-21,"$1,517,981",1
290,19,4,6.1,0.9,1.9,.500,0.1,0.4,.143,0.9,1.5,.586,.514,0.5,0.6,.818,0.3,1.1,1.4,0.1,0.1,0.3,0.3,0.7,2.4,Charlotte Hornets,2020-21,,1
300,7,0,3.9,1.1,1.7,.667,0.3,0.6,.500,0.9,1.1,.750,.750,0.0,0.0,,0.0,0.1,0.1,0.4,0.1,0.0,0.1,0.0,2.6,Charlotte Hornets,2020-21,$0,R
296,7,0,3.7,0.3,1.0,.286,0.3,1.0,.286,0.0,0.0,,.429,0.4,0.4,1.000,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,1.3,Charlotte Hornets,2020-21,$0,R
264,18,0,3.5,0.2,0.5,.444,0.0,0.1,.000,0.2,0.4,.500,.444,0.4,0.6,.636,0.2,0.4,0.6,0.1,0.0,0.0,0.2,0.4,0.8,Charlotte Hornets,2020-21,"$1,000,000",4
297,63,53,35.1,5.8,15.3,.382,3.5,9.3,.373,2.4,6.0,.397,.495,3.0,3.7,.820,0.7,2.7,3.4,7.5,1.0,0.2,2.9,1.8,18.2,Charlotte Hornets,2019-20,"$1,416,852",2
154,63,63,34.3,6.3,14.9,.423,2.7,6.7,.407,3.6,8.2,.436,.514,2.6,3.0,.874,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0,18.0,Charlotte Hornets,2019-20,"$19,894,737",3
248,65,64,30.7,4.9,11.6,.424,1.5,4.6,.330,3.4,7.0,.486,.489,1.6,2.0,.809,1.4,4.2,5.6,1.8,0.6,0.7,1.5,2.0,13.0,Charlotte Hornets,2019-20,"$3,755,400",5
283,58,57,30.3,4.6,10.2,.455,1.5,4.0,.374,3.1,6.2,.507,.528,1.5,2.3,.647,1.0,4.4,5.4,2.1,0.9,0.8,1.6,2.7,12.2,Charlotte Hornets,2019-20,"$3,831,840",4
301,58,39,23.1,4.3,8.3,.524,0.3,1.3,.240,4.0,7.0,.577,.543,2.1,3.1,.682,2.8,4.3,7.1,1.5,0.7,0.4,1.3,2.4,11.1,Charlotte Hornets,2019-20,"$14,471,910",7
303,22,3,23.0,1.3,3.7,.346,0.6,2.2,.286,0.6,1.5,.438,.432,0.4,0.5,.900,1.1,3.4,4.5,3.0,0.8,0.4,1.0,1.9,3.6,Charlotte Hornets,2019-20,"$25,565,217",11
299,55,1,21.3,3.9,8.9,.434,1.1,3.7,.284,2.8,5.2,.542,.494,1.5,1.8,.820,0.5,2.4,2.9,2.1,0.5,0.3,1.4,1.3,10.3,Charlotte Hornets,2019-20,"$4,028,400",3
307,41,1,19.7,2.3,5.1,.448,1.1,2.9,.376,1.2,2.3,.538,.552,1.0,1.2,.860,0.4,2.3,2.7,1.0,0.6,0.5,0.6,1.7,6.7,Charlotte Hornets,2019-20,"$14,049,901",14
295,53,29,19.4,2.8,5.2,.543,0.0,0.0,,2.8,5.2,.543,.543,1.7,2.8,.603,2.3,3.5,5.8,0.9,0.2,0.9,0.9,2.2,7.4,Charlotte Hornets,2019-20,"$17,000,000",9
256,48,3,18.8,1.9,4.3,.430,0.4,1.6,.234,1.5,2.7,.546,.473,0.9,1.4,.646,0.8,2.5,3.3,2.0,0.8,0.2,0.9,1.6,5.0,Charlotte Hornets,2019-20,"$1,173,310",5
285,16,0,18.3,2.1,4.4,.471,0.6,1.5,.375,1.5,2.9,.522,.536,0.9,1.1,.824,0.9,3.1,4.1,0.8,0.5,0.2,0.7,2.3,5.6,Charlotte Hornets,2019-20,"$898,310",3
302,39,11,17.6,2.2,6.3,.348,0.5,1.7,.284,1.7,4.5,.373,.387,0.9,1.4,.660,0.4,2.2,2.6,1.3,0.6,0.1,0.9,1.3,5.7,Charlotte Hornets,2019-20,"$1,618,520",2
298,18,1,17.6,2.1,4.7,.440,1.1,2.1,.541,0.9,2.6,.362,.560,0.9,1.2,.810,0.6,1.6,2.1,1.3,0.7,0.4,0.8,1.8,6.2,Charlotte Hornets,2019-20,"$842,166",1
306,12,0,13.3,1.5,4.4,.340,0.4,1.4,.294,1.1,3.0,.361,.387,0.6,0.8,.778,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0,Charlotte Hornets,2019-20,"$12,189,237",7
305,31,0,12.1,2.4,4.5,.532,0.2,0.7,.227,2.2,3.8,.590,.550,1.2,1.9,.627,1.4,2.9,4.3,0.9,0.3,0.2,1.0,1.0,6.1,Charlotte Hornets,2019-20,,3
304,4,0,8.3,0.0,1.8,.000,0.0,1.0,.000,0.0,0.8,.000,.000,0.5,0.5,1.000,0.0,0.0,0.0,0.3,1.0,0.0,0.5,0.5,0.5,Charlotte Hornets,2019-20,"$163,356",1
143,82,82,34.9,8.9,20.5,.434,3.2,8.9,.356,5.7,11.6,.494,.511,4.6,5.5,.844,0.6,3.8,4.4,5.9,1.2,0.4,2.6,1.6,25.6,Charlotte Hornets,2018-19,"$12,000,000",9
303,75,72,31.4,3.4,7.5,.450,1.5,4.0,.389,1.8,3.5,.519,.553,1.0,1.2,.865,0.9,4.3,5.2,3.3,0.9,0.6,1.6,1.9,9.3,Charlotte Hornets,2018-19,"$24,000,000",11
308,79,55,28.5,5.5,12.4,.440,1.5,4.2,.348,4.0,8.2,.487,.499,2.9,3.3,.888,0.8,4.7,5.5,2.2,1.1,0.4,1.0,1.8,15.3,Charlotte Hornets,2018-19,"$7,488,372",6
307,75,75,28.4,3.7,8.7,.422,1.9,5.1,.366,1.8,3.6,.500,.529,0.9,1.1,.767,1.0,4.4,5.4,1.2,0.9,0.8,0.6,2.1,10.1,Charlotte Hornets,2018-19,"$14,087,500",14
301,49,47,25.4,3.9,7.0,.551,0.1,0.4,.273,3.8,6.6,.570,.559,2.3,2.9,.787,2.2,4.6,6.8,2.1,0.8,0.8,1.3,3.3,10.1,Charlotte Hornets,2018-19,"$13,528,090",7
248,80,25,21.2,3.0,6.4,.464,0.8,2.5,.325,2.2,3.9,.553,.527,0.7,1.0,.753,0.8,3.2,4.0,1.2,0.7,0.6,0.6,1.4,7.5,Charlotte Hornets,2018-19,"$3,206,640",5
306,64,3,18.4,2.5,5.2,.476,0.3,0.7,.340,2.2,4.5,.498,.500,1.5,1.9,.772,1.4,2.5,3.8,1.0,0.5,0.6,0.7,2.4,6.7,Charlotte Hornets,2018-19,"$13,000,000",7
311,56,0,17.9,3.8,8.3,.460,0.2,0.9,.255,3.6,7.4,.485,.474,1.6,2.2,.734,0.3,1.2,1.5,3.7,0.4,0.1,1.3,0.9,9.5,Charlotte Hornets,2018-19,"$5,000,000",17
302,43,13,17.7,2.8,6.0,.475,0.9,2.0,.437,2.0,4.0,.494,.549,0.8,1.1,.739,0.2,1.9,2.1,1.1,0.3,0.1,0.4,1.7,7.3,Charlotte Hornets,2018-19,"$1,378,242",2
299,73,0,17.2,3.1,8.0,.387,1.5,4.5,.330,1.6,3.5,.461,.480,1.2,1.4,.882,0.2,1.7,1.9,1.6,0.5,0.3,1.2,1.5,8.9,Charlotte Hornets,2018-19,"$3,447,480",3
35,47,0,16.1,2.9,6.3,.463,1.1,3.0,.360,1.9,3.4,.553,.547,1.7,2.3,.738,0.8,2.6,3.5,1.3,0.3,0.3,0.9,1.4,8.6,Charlotte Hornets,2018-19,"$3,627,842",7
297,46,3,14.7,1.6,4.7,.343,0.7,2.6,.281,0.9,2.1,.421,.421,0.8,1.0,.761,0.2,1.2,1.4,2.6,0.5,0.0,0.7,1.0,4.7,Charlotte Hornets,2018-19,"$988,464",2
295,54,32,14.5,1.6,2.9,.571,0.0,0.0,,1.6,2.9,.571,.571,1.1,1.7,.637,1.5,3.1,4.6,0.6,0.2,0.8,0.6,1.9,4.4,Charlotte Hornets,2018-19,"$17,000,000",9
305,58,3,14.0,2.6,5.1,.519,0.3,0.7,.385,2.4,4.4,.539,.544,1.7,2.5,.694,2.0,3.3,5.4,1.0,0.3,0.3,1.0,1.7,7.3,Charlotte Hornets,2018-19,,3
309,4,0,10.5,0.5,3.5,.143,0.0,0.5,.000,0.5,3.0,.167,.143,1.3,2.3,.556,0.0,0.5,0.5,0.3,0.5,0.0,1.0,0.8,2.3,Charlotte Hornets,2018-19,"$2,029,463",7
310,2,0,8.5,1.5,4.5,.333,0.0,2.0,.000,1.5,2.5,.600,.333,0.0,0.0,,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,3.0,Charlotte Hornets,2018-19,$0,R
304,1,0,8.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Charlotte Hornets,2018-19,$0,1
320,42,42,34.1,8.6,16.9,.511,3.2,7.3,.446,5.4,9.6,.560,.607,3.5,4.3,.797,0.3,4.5,4.8,4.5,0.9,0.2,2.9,1.5,24.0,Chicago Bulls,2024-25,,10
328,74,73,33.1,6.9,15.1,.453,2.9,7.9,.370,3.9,7.3,.544,.550,3.7,4.1,.902,0.3,3.4,3.7,4.5,0.9,0.2,2.4,2.1,20.4,Chicago Bulls,2024-25,"$12,000,000",5
327,73,72,31.2,7.5,14.2,.530,1.8,4.4,.402,5.8,9.8,.587,.592,1.6,2.0,.805,2.4,7.6,10.1,3.5,0.8,0.7,1.6,2.2,18.5,Chicago Bulls,2024-25,,13
315,46,26,30.3,4.8,9.8,.492,1.3,4.1,.328,3.5,5.7,.612,.561,1.3,1.7,.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,Chicago Bulls,2024-25,"$7,000,000",3
317,70,69,30.2,5.3,11.4,.465,1.5,4.0,.378,3.8,7.4,.512,.531,2.5,3.2,.781,1.8,6.3,8.1,7.2,1.2,0.6,2.9,1.7,14.6,Chicago Bulls,2024-25,"$8,352,367",3
45,26,16,30.0,5.0,11.3,.439,2.7,7.2,.376,2.3,4.2,.546,.558,0.6,0.8,.714,0.4,2.8,3.3,3.2,1.2,0.3,1.2,2.0,13.2,Chicago Bulls,2024-25,"$16,830,357",3
319,18,9,25.3,4.6,8.1,.572,0.6,1.2,.500,4.0,6.8,.585,.610,1.7,1.9,.882,0.9,2.3,3.2,4.9,1.1,0.3,0.8,1.2,11.5,Chicago Bulls,2024-25,"$9,104,167",4
329,63,36,25.0,3.3,8.2,.397,1.5,4.3,.353,1.7,3.9,.447,.490,1.0,1.3,.723,0.7,3.1,3.8,2.0,0.8,0.5,1.4,1.4,9.0,Chicago Bulls,2024-25,"$18,000,000",4
312,35,14,22.2,2.5,6.9,.366,1.9,5.6,.344,0.6,1.4,.458,.504,0.6,0.8,.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,Chicago Bulls,2024-25,"$21,395,348",5
314,28,8,19.7,3.3,6.1,.541,0.6,2.1,.300,2.6,3.9,.673,.594,1.4,1.5,.884,2.3,4.4,6.7,2.1,0.5,0.5,1.3,2.2,8.6,Chicago Bulls,2024-25,"$16,741,200",6
313,80,31,18.9,3.2,6.9,.454,1.2,3.3,.361,2.0,3.6,.540,.541,1.1,1.4,.815,0.7,2.8,3.5,1.0,0.4,0.9,0.9,1.6,8.6,Chicago Bulls,2024-25,"$5,195,520",R
325,64,2,15.0,3.0,6.4,.466,1.1,3.5,.324,1.8,2.9,.634,.554,1.1,1.4,.809,1.4,4.2,5.6,1.0,0.3,0.7,0.6,1.5,8.2,Chicago Bulls,2024-25,"$8,571,429",4
323,79,5,14.2,1.6,3.6,.446,0.6,1.9,.327,1.0,1.7,.582,.533,0.8,1.0,.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,Chicago Bulls,2024-25,"$1,891,857",1
326,73,5,13.5,1.6,3.7,.448,0.5,1.4,.356,1.1,2.2,.506,.517,0.7,0.9,.710,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,Chicago Bulls,2024-25,"$3,510,480",2
90,9,1,12.6,2.4,5.0,.489,1.7,3.9,.429,0.8,1.1,.700,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,Chicago Bulls,2024-25,"$2,845,342",7
318,58,0,12.5,2.3,5.0,.457,0.7,2.1,.336,1.6,2.9,.544,.527,1.2,1.7,.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5,Chicago Bulls,2024-25,"$2,087,519",5
203,36,1,8.9,1.5,4.1,.377,1.0,2.9,.333,0.6,1.1,.488,.497,0.2,0.3,.800,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,4.3,Chicago Bulls,2024-25,"$6,500,000",3
324,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,Chicago Bulls,2024-25,,1
330,6,0,5.0,0.7,0.8,.800,0.2,0.3,.500,0.5,0.5,1.000,.900,0.3,0.3,1.000,0.2,0.3,0.5,1.0,0.0,0.0,0.2,0.3,1.8,Chicago Bulls,2024-25,,R
321,12,0,4.4,0.7,1.3,.533,0.3,0.8,.300,0.4,0.4,1.000,.633,0.2,0.2,1.000,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,Chicago Bulls,2024-25,,1
316,17,0,4.4,0.7,1.5,.462,0.4,0.9,.400,0.4,0.6,.545,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,Chicago Bulls,2024-25,"$5,893,768",3
322,6,0,4.2,0.7,1.3,.500,0.0,0.2,.000,0.7,1.2,.571,.500,0.3,0.3,1.000,0.7,0.7,1.3,0.3,0.2,0.0,0.0,0.5,1.7,Chicago Bulls,2024-25,,R
333,79,79,37.8,8.2,17.2,.480,0.9,2.8,.333,7.3,14.3,.509,.507,6.6,7.7,.853,0.5,3.8,4.3,5.3,1.1,0.6,1.7,2.0,24.0,Chicago Bulls,2023-24,"$28,600,000",14
328,79,78,36.5,6.8,15.3,.447,2.6,7.0,.376,4.2,8.3,.508,.534,2.8,3.3,.838,0.6,4.0,4.5,5.1,0.7,0.2,2.1,2.4,19.1,Chicago Bulls,2023-24,"$11,111,111",5
320,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,Chicago Bulls,2023-24,"$40,064,220",10
327,76,74,34.3,7.7,15.9,.484,1.2,4.1,.294,6.5,11.8,.550,.522,1.4,1.7,.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18.0,Chicago Bulls,2023-24,,13
315,76,37,29.1,4.7,9.5,.501,1.6,3.9,.403,3.2,5.6,.568,.583,1.1,1.4,.810,0.7,2.1,2.8,3.2,0.9,0.5,1.4,2.2,12.2,Chicago Bulls,2023-24,"$6,481,482",3
332,71,57,28.7,3.6,7.6,.468,1.9,4.7,.408,1.6,2.9,.563,.593,1.0,1.4,.760,0.9,3.0,3.8,3.5,1.7,1.0,1.4,2.5,10.1,Chicago Bulls,2023-24,"$9,460,000",6
329,43,30,27.3,3.7,8.3,.443,1.4,3.4,.399,2.3,4.9,.474,.525,1.2,1.5,.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0,Chicago Bulls,2023-24,"$9,835,881",4
139,9,5,25.6,5.0,8.3,.600,1.1,3.0,.370,3.9,5.3,.729,.667,1.1,1.4,.769,2.2,5.2,7.4,0.6,1.1,0.9,0.8,2.1,12.2,Chicago Bulls,2023-24,"$127,683",1
139,9,5,25.6,5.0,8.3,.600,1.1,3.0,.370,3.9,5.3,.729,.667,1.1,1.4,.769,2.2,5.2,7.4,0.6,1.1,0.9,0.8,2.1,12.2,Chicago Bulls,2023-24,"$116,075",1
90,53,14,19.8,2.0,4.7,.430,1.1,2.9,.392,0.9,1.8,.490,.550,0.5,0.7,.750,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1,5.7,Chicago Bulls,2023-24,"$2,528,233",7
205,79,10,17.1,3.4,6.1,.556,0.0,0.0,.000,3.4,6.0,.560,.556,1.6,2.8,.592,3.4,5.6,9.0,0.5,0.9,0.6,1.0,1.8,8.4,Chicago Bulls,2023-24,"$3,360,000",9
203,72,0,13.9,1.9,5.1,.378,1.1,3.3,.329,0.8,1.8,.466,.484,0.1,0.1,.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1.0,5.0,Chicago Bulls,2023-24,"$6,190,476",3
331,23,1,11.7,1.4,3.7,.381,0.5,1.9,.273,0.9,1.7,.500,.452,0.2,0.2,.800,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5,Chicago Bulls,2023-24,"$500,000",R
331,23,1,11.7,1.4,3.7,.381,0.5,1.9,.273,0.9,1.7,.500,.452,0.2,0.2,.800,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5,Chicago Bulls,2023-24,,R
326,59,2,11.5,1.2,2.7,.439,0.3,1.3,.230,0.9,1.4,.627,.494,0.4,0.7,.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,Chicago Bulls,2023-24,"$3,350,760",2
323,40,0,8.1,0.8,1.9,.416,0.3,1.0,.316,0.5,1.0,.513,.494,0.3,0.5,.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1.0,2.2,Chicago Bulls,2023-24,"$1,600,000",1
334,4,0,7.5,1.0,2.5,.400,0.5,1.5,.333,0.5,1.0,.500,.500,0.3,0.5,.500,0.3,0.8,1.0,1.0,0.5,0.3,0.5,1.5,2.8,Chicago Bulls,2023-24,,R
324,9,0,7.3,1.6,3.0,.519,0.0,0.0,,1.6,3.0,.519,.519,0.9,1.3,.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,0.6,4.0,Chicago Bulls,2023-24,,1
336,31,0,6.1,0.6,1.3,.513,0.1,0.3,.222,0.6,1.0,.600,.538,0.1,0.2,.800,0.5,0.6,1.2,0.3,0.2,0.1,0.2,0.5,1.5,Chicago Bulls,2023-24,"$2,019,706",2
335,5,0,2.6,0.0,0.8,.000,0.0,0.6,.000,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,Chicago Bulls,2023-24,,R
333,74,74,36.2,8.9,17.6,.504,0.6,1.9,.324,8.3,15.7,.526,.522,6.2,7.1,.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,Chicago Bulls,2022-23,"$27,300,000",14
320,77,77,35.9,8.7,18.0,.485,2.6,7.1,.375,6.1,11.0,.556,.558,4.7,5.6,.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,Chicago Bulls,2022-23,"$37,096,500",10
327,82,82,33.5,7.3,14.0,.520,1.5,4.2,.349,5.8,9.8,.594,.573,1.6,1.9,.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,Chicago Bulls,2022-23,,13
329,82,65,28.3,3.8,8.3,.464,1.4,3.4,.415,2.4,4.9,.498,.549,1.1,1.3,.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,Chicago Bulls,2022-23,"$7,775,400",4
337,22,22,27.5,2.1,5.4,.395,1.1,3.7,.309,1.0,1.7,.579,.500,0.4,0.7,.533,0.9,4.0,4.9,3.5,1.0,0.7,0.8,2.9,5.8,Chicago Bulls,2022-23,"$506,508",10
315,80,51,26.2,3.5,7.1,.493,0.7,2.4,.312,2.8,4.8,.583,.545,0.8,1.0,.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,Chicago Bulls,2022-23,"$1,563,518",3
332,67,36,23.5,1.9,4.3,.455,0.8,2.3,.364,1.1,2.0,.556,.551,0.9,1.1,.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4,5.6,Chicago Bulls,2022-23,"$9,030,000",6
328,74,2,23.4,3.6,8.0,.443,1.7,4.6,.372,1.8,3.4,.540,.551,0.8,0.9,.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,Chicago Bulls,2022-23,"$7,413,955",5
204,51,0,15.4,2.5,5.9,.425,0.9,2.5,.352,1.6,3.4,.480,.500,0.5,0.8,.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4,Chicago Bulls,2022-23,,13
139,32,1,15.0,1.9,3.4,.565,0.4,1.1,.371,1.5,2.3,.658,.625,0.9,1.4,.667,0.8,1.9,2.8,0.7,0.8,0.7,0.6,1.6,5.2,Chicago Bulls,2022-23,"$1,815,677",1
340,64,0,14.0,1.8,3.6,.500,0.4,1.3,.338,1.4,2.3,.587,.559,1.0,1.3,.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,5.0,Chicago Bulls,2022-23,,6
205,67,0,12.7,2.5,4.1,.606,0.0,0.0,.000,2.5,4.0,.613,.606,1.0,1.9,.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6.0,Chicago Bulls,2022-23,"$3,200,000",9
339,7,0,8.0,0.9,2.1,.400,0.4,0.9,.500,0.4,1.3,.333,.500,0.7,1.1,.625,0.1,0.6,0.7,0.9,0.3,0.0,0.3,0.3,2.9,Chicago Bulls,2022-23,"$357,717",1
339,7,0,8.0,0.9,2.1,.400,0.4,0.9,.500,0.4,1.3,.333,.500,0.7,1.1,.625,0.1,0.6,0.7,0.9,0.3,0.0,0.3,0.3,2.9,Chicago Bulls,2022-23,,1
336,5,0,7.2,1.8,2.0,.900,0.2,0.2,1.000,1.6,1.8,.889,.950,0.2,0.8,.250,1.0,0.6,1.6,0.0,0.0,0.2,0.0,0.4,4.0,Chicago Bulls,2022-23,,2
326,38,0,5.6,0.8,1.9,.444,0.2,0.7,.259,0.7,1.2,.556,.493,0.4,0.6,.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,Chicago Bulls,2022-23,"$3,191,400",2
341,7,0,2.9,0.3,1.0,.286,0.1,0.6,.250,0.1,0.4,.333,.357,0.1,0.3,.500,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.9,Chicago Bulls,2022-23,"$1,563,518",1
338,12,0,2.8,0.5,1.0,.500,0.3,0.4,.600,0.3,0.6,.429,.625,0.3,0.3,1.000,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,Chicago Bulls,2022-23,"$2,036,318",5
43,5,0,1.8,0.4,0.8,.500,0.2,0.6,.333,0.2,0.2,1.000,.625,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0,Chicago Bulls,2022-23,,R
333,76,76,36.1,10.2,20.2,.504,0.7,1.9,.352,9.5,18.3,.520,.521,6.8,7.8,.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,Chicago Bulls,2021-22,"$26,000,000",14
320,67,67,34.7,8.4,17.7,.476,2.8,7.1,.389,5.7,10.6,.534,.554,4.8,5.6,.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,Chicago Bulls,2021-22,"$19,500,000",10
312,35,35,34.6,4.6,10.9,.423,3.1,7.4,.423,1.5,3.5,.423,.567,0.6,0.8,.750,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,Chicago Bulls,2021-22,"$18,604,651",5
327,73,73,33.1,7.5,15.8,.473,1.4,4.5,.314,6.1,11.3,.537,.518,1.3,1.7,.760,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,Chicago Bulls,2021-22,,13
332,41,18,28.0,2.5,6.2,.398,1.0,3.1,.333,1.5,3.2,.462,.480,1.4,1.8,.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,Chicago Bulls,2021-22,"$8,604,651",6
328,61,17,27.5,4.6,10.6,.433,2.2,5.8,.385,2.3,4.8,.491,.539,1.3,1.5,.857,0.3,2.7,3.0,2.9,0.5,0.2,1.1,2.2,12.7,Chicago Bulls,2021-22,"$5,837,760",5
315,77,40,27.4,3.6,6.9,.520,0.9,2.4,.376,2.7,4.5,.596,.585,0.7,1.0,.679,0.4,2.4,2.8,3.3,0.8,0.4,1.4,2.4,8.8,Chicago Bulls,2021-22,"$925,258",3
329,17,9,24.8,3.2,6.0,.529,0.9,1.7,.517,2.3,4.3,.534,.603,1.8,2.4,.732,1.0,3.1,4.1,0.9,0.5,0.5,0.9,1.6,9.0,Chicago Bulls,2021-22,"$7,422,000",4
